,Unnamed: 0,Date,o,h,l,c,v
0,0,2022-07-11 09:15:00,952.8,960.4,950.35,952.5,6531
1,1,2022-07-11 09:30:00,952.0,959.8,951.25,958.75,10711
2,2,2022-07-11 09:45:00,958.75,958.75,957.1,957.1,10781
3,3,2022-07-11 10:00:00,957.1,959.0,957.05,957.05,11135
4,4,2022-07-11 10:15:00,957.05,958.5,954.75,958.0,13019
5,5,2022-07-11 10:30:00,958.0,959.35,958.0,958.9,13284
6,6,2022-07-11 10:45:00,959.2,964.35,959.2,963.8,14716
7,7,2022-07-11 11:00:00,963.8,969.9,963.8,965.5,19090
8,8,2022-07-11 11:15:00,965.5,968.0,965.0,967.0,20191
9,9,2022-07-11 11:30:00,967.0,968.5,965.0,966.55,22386
10,10,2022-07-11 11:45:00,966.55,967.05,965.0,967.05,26318
11,11,2022-07-11 12:00:00,967.05,976.1,965.0,974.2,33035
12,12,2022-07-11 12:15:00,974.2,976.0,965.3,966.4,63065
13,13,2022-07-11 12:30:00,966.4,967.05,965.0,965.6,63953
14,14,2022-07-11 12:45:00,965.6,967.15,965.0,967.15,64613
15,15,2022-07-11 13:00:00,967.15,967.35,965.0,967.0,65699
16,16,2022-07-11 13:15:00,967.0,967.45,965.15,966.1,66141
17,17,2022-07-11 13:30:00,966.1,968.8,965.0,966.9,67240
18,18,2022-07-11 13:45:00,967.9,973.8,965.55,972.0,69733
19,19,2022-07-11 14:00:00,972.0,974.8,972.0,972.25,71176
20,20,2022-07-11 14:15:00,972.25,973.0,967.05,971.95,75753
21,21,2022-07-11 14:30:00,970.7,972.75,968.35,970.15,77906
22,22,2022-07-11 14:45:00,970.15,979.0,969.35,976.25,81139
23,23,2022-07-11 15:00:00,976.25,978.8,969.05,974.95,82960
24,24,2022-07-11 15:15:00,974.95,978.0,973.35,977.6,86367
25,25,2022-07-11 15:30:00,975.45,975.45,975.45,975.45,86548
26,26,2022-07-12 09:15:00,975.0,986.85,970.15,981.9,1669
27,27,2022-07-12 09:30:00,982.8,986.35,980.0,982.85,6598
28,28,2022-07-12 09:45:00,982.85,985.0,981.35,983.95,8237
29,29,2022-07-12 10:00:00,983.95,983.95,982.0,982.0,9038
30,30,2022-07-12 10:15:00,982.0,984.15,980.75,984.15,10085
31,31,2022-07-12 10:30:00,984.15,985.8,983.65,984.4,11440
32,32,2022-07-12 10:45:00,984.4,984.4,983.0,984.0,12017
